label	text1	text2
0	Packed up the kids and headed down to try a new pizzeria . Called in the afternoon they said they would be open until 10 PM . Pulled up at 7 PM and they said sorry we are closed .	
0	The worst tasting filipino food ive ever tasted in my life . Food was cold and wasnt fresh . rice smelled funny . best to say filipino food is better cooked at home . The 2 reasons why it didnt get 1 star is 1 . Its on the strip and 2 . only pinoy spot . on the strip .	
0	This hotel smells awful . It 's a mixture of cigarette smoke and coconuts . It 's overwhelming . It gets on your clothes and on your skin . I had a reservation for 4 nights , but I moved out after spending just 1 night . I had to wash all my clothes .	
1	Pizza was on point ! Chewy crust , fresh mozzarella and delicious topping ! Sausage & mushroom and vingole will not disappoint . Manager stopped by the table to personally thank us and check in which was a nice touch . Good atmosphere , a nice addition to the Arcadia neighborhood- I will be back ! !	
1	Growing up one of my good friends parents ' were from Venezuela and his mom used to make us arepas . It had been many years since I had had one of these great meals because I didn 't know where to find them , so when I discovered this place I was elated . I usually get the chicken as well as the bean , add avocado , you wont be disappointed !	
0	Way too many breeder bitches clogging the place up on Saturday nights all dressed up like bimbos . More vaginas than hot men dancing shirtless . It 's turning into a straight bar . I stand a better chance of finding a C**k to suck at Dos Gringos .	
1	This place is awesome . I shop here more than any other store in the area . fantastic selection of new and used music and video . Cool collectable stuff ... a great place for gift shopping ! The staff rocks ... I love this pace !	
1	Love this place ! ! You don 't even have to know how to paint = D The staff is amazing , especially Rachel ! She always accommodates my request . Love their cocoanut balls Mmm yum yum . With all that said if you need to relieve some stress , have some fun or both ... try Design & Wine ! !	
0	well i just called to place a to - go order and was turned away because they stop taking orders at 8 : 30 , even though i called right on the dot ... . they dont close for another half hour ... THAT already put a bad taste in my mouth . . so much for a new place in the area ... THANKS BUT NO THANK !	
0	They are open 24hours that 's about all they have going for them . The prices are outrageous and they nickel and dime you for everything . To use the credit card there is a 75cents charge . A half of pint of Malibu Rum was 17 . 99 ! ! ! Outrageous !	
1	Pizzeria Bianco is definitely one of the premier pizza place in Arizona . I 've been there a few times now , and I would say it 's worth it every time ! I have a friend who goes there frequently for her birthday , and I 'm happy to tag along !	
0	This morning I give one star . I find it unacceptable to be waiting in the drive thru line with nobody else there at 6 : 03 in the morning having to wait 3 minutes for my order to be taken . That 's unacceptable . Usually I am in an out of the drive thru very quickly however this just irritated me this morning when I 'm in a hurry to get to work .	
0	$ 9 for 1 damn scoop of ice cream ! ! ! ! ! ! I stopped here to get one scoop of icecream in a cone and they charged me $ 8 . 58 ! ! ! I know this is Vegas but damn ! The scoop was average size and it didn 't even taste that good . Never again ! ! ! ! ! !	
1	Just terrific . Time and again . Every dish bursts with flavor and the chicken tika comes out sizzling with a great seasoned crust to it , unlike other places where it 's only unadorned skewered chunks of unseasoned chicken . If they created a bit more ambience - maybe music ? - and worked on the patio decor they would be a 5 star in my book . I 'm hooked .	
0	Ordered for delivery and was told it would take 45 mins . I called them an hour and fifteen in and was told they should be there any minute . A half hour later I finally got what I ordered An hour and 45 mins , that 's how long it took to receive my stone cold falafels . This was my first time ordering with them and probably my last	
0	Pizza was not that good . Beer selection was weak at best . The vibe of the place was really bad compared to what it was just after being outside . Waitress even seemed depressed . Wont eat here again and definitely wouldn 't go out of ny way to eat here ... Good concept gone bad and poorly executed .	
1	Good experience . Entrance to restaurant was confusing but was beautiful . Even though they make their own beers , offer wine but NO liquor : ( Tea was ok . Pretzel w / beer cheese like other places . Burger was great ! Tasty & juicy ! Salmon pita was great too ! Wait staff helpful and always checking on us .	
1	this is some first rate mexican food . everything from the tortillas to the beans are fantastico here ... . and the prices are great as well ... if you are ever in the area and craving some good mexican food look no further .	
1	$ 3 . 95 NY steak and eggs with hash browns ! from 12am - 6am only It was a good steak for the price ... sooo cheap ! The mozarella sticks are kinda pricey and the red clam chowder was sour . THIS PLACE IS WORTH A TRY FOR THE $ 3 . 95 STEAK ! DEFINITELY WILL GO BACK TO TAKE MY PARENTS .	
0	Holy cinnamon all up in your face ! Cinna - cones , cinna - brooms , cinna - wreaths , cinna - scents galore ! Everything smells like cinnamon and I hate the smell of cinnamon ! I even smelled like cinnamon a day after going into the store . I burped and guess what it smelled like ? CINNAMON ! Happy Holidays	
1	This Mex restaurant is tucked away in a corner of a dark parking lot . The inside is nicely decorated with clay tiled comfortable booths I had the arroz and pollo and it was delicious . See my picture . I added a $ 4 . 25 margarita . It was a nice size with a good mix of alcohol and flavor . The staff was friendly and good . I 'd stop here again if in the area .	
1	Great place to watch football , they have tons of tv 's everywhere ! They have a great deal for domestic pitchers $ 6 . 75 ! There food and service is really good too . However , it is hard to get good cell phone service in there , so that 's a little disappointing .	
1	great cheap gas station ! ! I 'm always putting in gas for my road trips downtown ! : ) they even have cones that separate lines so that cars don 't get into crazy turning accidents after gassing up ! It 's so useful for Costcos to have all these things in one place ! I don 't put gas anywhere else : )	
0	Very disappointing . We should 've known by the yelp reviews , but figured we 'd give it a try anyways . The TV in our booth was nice , but not enough to compensate for the bland , over cooked food and server with an attitude . Sidelines of Chandler was NOTHING like our beloved Sidelines of Brunswick Ohio ! Will not be back .	
0	Wtf happened ? ? ? ? ? ? The don 't do the check in offers anymore . They don 't have internet to use credit cards . They don 't have icecream to make shakes . I guess the fastest way to drive a business to the ground is to have crappy management , crappy business plan . At least the fries and the yaya were still good .	
1	Great sushi buffet ! The sushi is fresh and the service is great . Nice ambience too . Love the spicy tuna salad - yum ! The bacon wrapped scallop is so yummy too ! All their rolls r fabulous ! Would highly recommend it . This is now my regular spot whenever I 'm in Vegas .	
1	I love this place so much . It is by far the best all - you-can - eat sushi that I have found . Everytime I am in Vegas I make sure I hit this place up at least once . They always have very fresh fish and since it is a full menu made to order all - you-can - eat you can be happy ordering the nicer stuff and not worry about breaking the wallet .	
1	Amazing , authentic Mexican food ! The papa loca and the stuffed quesadillas are my favorite , both the carne asada and chicken are delicious ! The little taqueria is very clean and bright . The food is of great quality yet not expensive ! Always great service and helpful staff .	
0	Tried Atlanta Bread Company for the first ( and last ) time this week . Food was very mediocre . Fillings of sandwiches were fine , but the bread tasted stale . To be named Atlanta BREAD Company and not have bread that knocks your socks off is ridiculous . Not to mention the unfriendly manager and a front door that wouldn 't open properly . Overall , not a good experience .	
1	Just had lunch here on a Saturday during bowl week . It was busy . Wound up eating the elk burger and the beer sampler . We also ate the calamari as an appetizer . It was all pretty good . I don 't know if it was because the Sun Bowl was on , but it was quite busy with a long wait on a Saturday afternoon .	
1	SUPERB job fixing my insanely cracked screen ! FANTASTIC customer service ! VERY FRIENDLY ! They even put on a free screen protector & gave me a free case : ) Desert Wireless is the place to go to ! ! BIG THUMBS UP GUYS ! ! !	
0	This review is for the nachos . Wow they are salty and terrible . The poor cook painstakingly put meat , tomatoes and cheese on individual chips and put them under the broiler . Their hard work was wasted as I just wanted chips with toppings piled on with cheese all over the place . Plus it was incredibly salty .	
1	SO Good ! Homemade AND absolutely yummy . Affordable , generous portions . Deserts are also out of this world . Can 't go wrong between this and other restaurants in this shopping center . Best to go on weekdays to avoid crowds . I 'll be frequenting this place often ! I 'm from Boston and thought this tops many of the restaurants , there . That 's quite a compliment .	
0	I was pretty disappointed for a Las Vegas Starbucks to be so behind on the standard of the Starbucks trademark . They didn 't have the drinks for the rewards secret menu , didn 't have a rewards scanner , and didn 't offer the ' short ' size option . And everything was overpriced ... But the coffee still hit the spot .	
1	Great food . I had the hooley kebab for dinner . It was on the lunch menu but they still let me order it . Huge portion . Tasted my dads lamb stew and loved it ! It was trivia night so winning 50 bones certainly helped w that 5th star ; )	
0	Looked interesting and so we decided to hit it up with a bunch of friends . Saw the rave reviews on Yelp and sure enough -- it was good . But it 's just cheese in a pastry . Nothing special . They 're pretty small too . I paid 13 $ for two cheese in pastries . But hey , it seemed authentic and the owners were friendly . Really , I just expected more .	
0	Today at legacy urgent care I was appalled by the behavior of the front seat lady . She was rude to me and my mother . My mom called to pay my deductible , she slammed the phone down on her and she cursed under her breathe . Her name is Elizabeth . I have never been treated so horribly here , but she has always been a little rude , today just went too far .	
0	Poor service , indifferently cleaned food , and weak seasoning . The menu also didn 't match the food actually served , so I got to eat pork for the first time since my conversion 20 years ago . They were FAR from apologetic . We will not be back .	
1	Great place for BBQ in Anthem . When you get a chance try their creation called the Hog Dog , don 't be scared it 's not as spicy as the description may imply . The Ribs are better than average , the fried macaroni and cheese lacks flavor . As for everything else on the menu , it 's great . I can say that because I have tasted the whole menu already .	
1	The other reviews are right on . This place is so weird and sketchy I would never send my wife here . The inside looks like a great place to get murdered . I prefer to sit outside thinking about which direction I 'd run if shit goes down . But the people are nice and they do a thorough job on the car for a good price . BUT ONLY IF YOU HAVE CASH !	
0	Expensive . I was charged close to ten bucks for a bean burrito and a carne asada . Really ? Taco Bell is next door ! The food was just okay . Very skimpy with the meat , and it felt like I was eating plain tortilla . Heads up - drive through takes a minute . It 's fresh though . Don 't think I 'd be back .	
0	The management is terrible and the owner is rude and unaccomodating . . not really authentic Filipino food . . just authentic Filipino workers ... i prefer to go to Barkada 's on Decatur and Sahara ... main chef now works there , way better and atmosphere is always great	
1	Food ? What food ? This is a good place to relax and have a drink , or nine . Its just a tavern . A Central Wisconsin tavern . Its not fancy . The bar tenders are friendly , the drinks are strong , what else can one want ?	
0	No stars for me where did all the good employee 's go out of no where . . sorry you guys lost a loyal customer . Rude , manger took forever to help me with my concerns . Dont even know her name , someone needs to take this store over or bring back the old workers .	
1	Loved it ! Many places don 't give you that much fish and a lot of rice in their rolls , but the ratio of fish - to-rice was perfect ! A great balance . Flavors were some of the best we 've had in the valley . We recommend Cherry Blossom . Definitely will be returning	
1	The food here is so damn good . The bacon jam is good on almost anything . The sliders have so much flavor . The donut bread - pudding was sinfully delicious . You meet cool people here . It doesn 't appear to seat a lot so I recommend a reservation for weekends . I wish they had a bigger menu because the flavors are WOW .	
1	If you are looking for a restaurant in north Scottsdale , with a good atmosphere and even better food . Look no further than here . The staff is amazing and the food is all local . You can just taste the freshness , you can also wash it down with a tasty beverage as they have a full selection of beer and wine ! I highly recommend giving this place a try !	
0	The food was very overpriced , especially for a tapas bar . The sardines were not very good , and difficult to pick through all the bones . Also , I 'd like to see more vegetarian options on the menu .	
1	It smells nice . It 's inexpensive . It makes a sly dig at the recipient 's personal hygiene . And this is yet another place where you can pick up gifts for any menopausal women who make it onto your Xmas gift - buying list .	
1	Good food and great service . Of course , if you 're staying in the camelback you 'll most definitely have already been here . Warning , there is no Sunday brunch in the summer months ! I recommend the tortilla soup , and don 't get the soupy , salty enchiladas !	
0	after purchasing a groupon online i scheduled an appointment to get my photo - shoot , and day of I could not make it and Adam was very rude and told me that I was basically out the money payed for the shoot , very unprofessional and I would choose someone with more class .	
1	This location has lots of goodies for the fanboy types with its floor to ceiling memorabilia for Beatles , Elvis , Kiss , Jimi Hendrix and most other popular bands . One of sin city 's best kept secrets .	
0	Blow it out . The party 's over . This candle has flickered and the flame has gone out . Wax on . Wax off . Closed . And for anyone who caught my stand up , yes indeed , I have purchased tapered candles here .	
1	I went to Zuma Grill for lunch , and it was awesome ! I have very high standards for green chile , since I am from New Mexico , and their green chile pork stew was great . I also had their bacon cheese burger with green chile . I highly recommend eating there . In fact , I signed up for Yelp specifically so I could write a review on the delicious food offered at Zuma Grill .	
1	This place is tiny and has more high - end expensive beads than other stores in Phoenix . I 've found some really special items here . You shouldn 't expect to buy more than a few strands at a time , as it just isn 't affordable . Go somewhere else for quantity , and just get a few things to spice up your mix from Bead World .	
0	The store was absolutely filthy and the staff was rude . One would expect management to be polite , but the man I spoke to was even worse than the cashier , he was short with me and questioned my reasons for seeking the product I was in a condescending manner .	
0	Food is adequate to satisfy the appetite . Served cafeteria - style . I had the pancit and lechon . My mother makes way better pancit , and the lechon was either dry or had to much fat on it . Food is mediocre at best .	
1	Good food , good service and great game . Being from Boston I am a little bias towards a bar that let 's me watch the Sox game when I am 1000 miles from home . At first we where dissapointed in the lack of interest in the game , but by the end there was a decent amount of the crowd following the game .	
