label	text1	text2
1	but anyway well i my children just ran out the door so i need to go check on them but i 've really enjoyed this conversation conversation and and uh nice to have met you and you have a good day okay bye - bye	It was nice talking to you .
1	yeah they did they put a lot of pressure on him from the outside and from the inside uh it 's funny watching them them play he 's probably like a lot of quarterbacks uh when the pressure is really on when it 's down to the last few minutes of the game for the season is when the guys seem to really do their best	They applied a great deal of pressure .
1	The temple 's truly unique feature is the large red - brick aqueduct behind the main buildings , which still carries water from Lake Biwa and is a popular strolling route for local residents .	The most distinct feature of the temple is its red - brick aqueduct situated behind the main buildings .
2	In fact , he avoided action in Korea by going to drama school , and his subsequent military career was mostly spent directing and performing in armed - forces theatrical productions ( though he did crash one helicopter and three jets while in pilot training ) .	After crashing several aircraft in training , he was allowed to pursue his theatrical interests in the military .
2	The former is noir camp , another acid- and amphetamine - soaked foray into Oliver Stone 's America , full of pixilated brutality and meaningless montage ( fractured zooms , black - and-white scudding clouds , close - ups of carrion and stuffed mountain lions ) .	Noir camp is bizarre to look at and disturbs everyone .
2	so uh we you know we get a lot of bad weather in this area but of course you 're supposed to be the sun belt and i do know that you get some freezing weather down there on occasion	We get terrible weather in the winter .
1	uh - huh yeah we 've uh we camped at the DeGray State Park in Arkansas in the fall and there was nobody else hardly around and it was just really nice that time of year we had taken our electric blanket too just in case it was unbearable but we didn 't need it	We camped at DeGray state park in Arkansas in the fall , and it was pretty empty . We brought our electric blanket in case it was too cold , but it was really nice that time of year and we didn 't need it .
0	From Sella the road winds higher through terraced hillsides filled with vines until it reaches its highest point at Puerto de Tudens ( 1 , 015 metres / 3 , 345 feet ) .	The lowest point is at Puerto de Tudens .
1	that 's kind of how we feel about it we can 't you know there 's there 's there 's things that uh the only thing that is forever is the earth well we hope it 's forever yeah and uh and you know therefore	Nothing last forever , though we hope the earth does .
1	Otherwise , it 's more fun to explore the country along the good - quality secondary roads ( routes nationales , with a number preceded by an N ) .	On the other hand , you might enjoy using secondary roads to discover the country .
2	At the end of 5 years , however , the agency will be able to report the expenses to be categorized as research and development rather than the outlays for each of the preceding 5 years .	The healthcare agency will be able to re - categorize the expenses after five years .
0	Buddha never claimed to be divine and in fact emphasized that all men could by their own efforts follow his path to enlightenment and the blissful state of nirvana , release from the cycle of repeated births and deaths .	Buddha made it clear that his divinity offered Nirvana to all men .
1	and i uh i don 't block off my my uh chute but i don 't pick up my grass either i leave it on the lawn and uh i try to go over it again i do pick up or i rake up uh	I don 't pick up my grass , I leave it on the lawn , then rake it up .
0	While it makes no sense to worry that you are living well at your grandchildren 's expense , you might legitimately worry that someone else is living well at your grandchildren 's expense .	They are childless without an heir .
0	The sordid hardships of post - war Italy unemployment , the black market , and prostitution have been made graphically familiar through the brilliant neo - realist cinema of Rossellini , de Sica , and Fellini .	There was no cinema of Italy .
1	to pick up the kids that 's how much of a chunk it takes out of the old day but uh it is better just to let them you know play outside than it is to fight the traffic so and there 's it 's real nice park lands on both sides of the school they have you know climbers and stuff like that but	It 's wiser to let the children play outdoors than fight traffic .
2	On a broader level , conferees agreed that we must work to ensure that both individual state justice communities and the broader national counterpart becomes more diverse , inclusive and multiculturally competent .	Conferees said we have to work to make sure the community is diverse and accepting of immigrants and refugees .
1	All in all , I believe that if I ever meet one of my forebears , one of those pale , skinny yeshiva students from the eastern European shtetl of 1897 , I will be able to say to him , I , too , am a Jew -- not a saint , but a Jew like you .	My forebears are Jews from eastern Europe .
0	what do you do in your garden and i 'll go nothing what is should i do but anyway i guess that 's about it though it sounds like we 've covered all the bases so i guess we 'll let you go and um do you have anything else you wanted to say	We haven 't even come close to covering everything , stay on the line .
1	We asked officials at the private sector companies and state governments profiled in the case studies to verify the accuracy of the information presented on their respective organizations and incorporated their comments as appropriate ; however , we did not independently verify the accuracy of that information .	Officials were asked to verify the accuracy of the information .
0	LATEST ACQUISITION COST ( LAC ) METHOD -A method that provides that all like units that are held be valued at the invoice price of the most recent like item purchased , less any discounts , plus any additional costs incurred to bring the item to a form and location suitable for its intended use .	The latest acquisition cost method provides that all units are valued at the earliest invoice price .
0	yeah how what do you what do you find that that they 're uh when they change from two weeks to three weeks is it five years or ten years or	They haven 't and won 't change the amount of weeks or years .
2	Further , the rule is not subject to the requirements of Executive Orders 12606 ( family issues ) , 12875 ( intergovernmental partnership ) , 12988 ( civil justice reform ) and 12948 ( environmental justice ) .	The rule is independent of all Executive Orders requirements .
1	that 's what we we got rid of an American Express card for the same reason is though we have a a credit union and we get our cards our other MasterCards for free so we don 't have to pay a a fee at all	We don 't have to pay a fee at our current credit union .
1	There is an advertising gallery , an audio - visual show , a Cooperage and Transport Museum , souvenir shop , coffee shop , and a bar where you can sample the brew .	It is possible to visit the Cooperage and Transport Museum .
0	The Commission conducted a rulemaking to consider the rules proposed in the Service 's petition , and after considering the comments of interested parties , implemented four of the proposed initiatives , albeit in revised form .	The Commission decided to render the Service 's petition void .
0	In these instances , GAO may request that agency officials review the draft report in the presence of GAO staff and that these officials provide the agency 's consolidated comments at that time .	GAO has no control over the happening and decision at the agency .
1	and then i had well you know i 'd eat like at lunch at work we 'd have a TV or whatever and then um as my kids got older and started you know recognizing what was going on and i thought this isn 't really very good	I 'd watch TV at work during lunch , and as my children got older and started understanding the shows , I realized that it is not good content for them to be viewing .
0	Each of the organizations we studied had adopted this view and , within the last few years , primarily since 1993 , had established a central security management group or reoriented an existing central security group to facilitate and oversee the organization 's information security activities .	Most of the organizations had decided to disband their central security groups .
0	i grew up outside of Houston and i don 't think uh as far as gang violence and things i don 't think it 's any worse here than in Houston	Gang violence is worse here than it is in Houston .
1	Built in the third century a . d . they played host to the highly ranked of Roman Alexandria who would come to the baths to relax and exchange news while enjoying a soak or a massage .	The baths were frequented by highly ranked Romans .
1	Famous graduates include Jonathan Swift , Oliver Goldsmith , Bram Stoker , Oscar Wilde , and Samuel Beckett ; resistance heroes Robert Emmet and Wolf Tone also studied here .	Bram Stoker and Oscar Wilde both studied here .
2	well they get a little money for it i mean they they pay they sell it so they should be you know unless it 's a hassle or a labor	They meant to pay for the phone bill .
2	By physical terrain we mean the physical proximity of the delivery points and whether they are most advantageously served by a curb , park &amp ; loop , or foot route .	Delivery points should include at least a bench and a locked storage compartment .
2	i was just thinking about uh something uh uh kind of close to one of our guys in H R D their personnel and they uh he 's been talking about this thing called flex benefits for quite a while and uh i think that 's a interesting concept ever heard of that	Flex benefits are the most interesting things I 've heard of this week .
0	The Web site , which will be created with a $ 50 , 000 grant , is intended to offer legal advice to poor people across Arizona , said Paul Julian , chief executive officer of Southern Arizona Legal Aid .	The website cost no more than $ 500 to make .
1	okay um i guess what i guess my my task i usually ride my bike i have uh a stationary bike and uh a regular bike and when i can i like to ride my regular bike outside because it 's so much nicer the stationary bike is is so um	I like to ride my regular bike outside , as it 's nicer than riding the stationary bike .
0	The CFO Electronic Commerce Task Force has created an interagency team , the Financial Implementation Team for Electronic Commerce ( FITEC ) , to help create integrated strategies , execution plans , and schedules for achieving the federal CFO financial community 's electronic commerce goals .	The CFO electronic commerce task force hasn 't created anything .
2	J . Peter Sabonis Jr . , executive director of the Homeless Persons Representation Project in Baltimore , which took a 10 percent cut last year , will reduce outreach if more funds disappear .	J . Peter Sabonis Jr . took drastic measures to stop the cuts .
0	try to give them some aid i mean we helped the Afghanistanis there 's know reason why we shouldn 't have helped the Kurds it didn 't have to involve troops could have just given them uh you know supplies	We helped the Kurds but shouldn 't have helped the Afghans .
0	like i said i thought was a real good acting and writing job both you know because i think or directing job i think they did a real good job of that and um James Woods i think is who it was did an excellent job as the cop i mean you know he just yeah	James Woods was wrongly cast as the cop .
0	I think it necessary to a proper disposition here because the statute concocted by the Court of Appeals bears little resemblance to what Congress enacted , funding without restriction welfare - benefits litigation that Congress funded only under the limitations of a504 ( a ) ( 16 ) .	The Court of Appeals statute resembles exactly the statue bears little resemblance what Congress enacted .
1	And I realized that , had Simon followed Lerner 's advice and started writing musicals , we 'd have had to get to the theater at 10 : 30 in the morning to read up on the textual footnotes .	If Simon followed Lerner 's advice and wrote musicals , we 'd have to be at the theater at 10 : 30 in the morning to read about it .
2	Boudhanath , 6 km ( 4 miles ) northeast of the city center , is the valley 's second important stupa and is similar in many ways to Swayambhunath .	Boudhanath , 6 km ( 4 miles ) northeast of the city center , is the valley 's second important stupa and is similar in many ways to Swayambhunath in that they are both underrated .
2	Since there is disputation about what exactly got said , and your bet was with a friend , Prudie suggests the two of you go out to lunch -- Dutch--and devote some of the luncheon conversation to the sad and shabby affair .	The dispute was about a casino bet .
2	so i mean you don 't feel as bad because it 's like they they give you different year sometimes you know so you 're wearing you know sometimes you 're wearing eighty nine the other times sometimes you 're wearing ninety one the other times you 're wearing you know eighty six so it 's okay you know	Sometimes you 're wearing clothes from seventy four .
0	Down to earth , the Sha Tin Racecourse can accommodate over 80 , 000 spectators and is equipped with every imaginable luxury , including a giant video screen facing the stands , and for the horses , air - conditioned stables .	The Sha Tin Race course can accommodate only three hundred fans .
2	and uh you know it 's there 's there 's a heck of a lot of difference between you know the intake that you get from TV and and movies and what you hear in school and then what reality is	It can be hard for kids to see the difference between real life and stuff shown on tv .
1	We can 't waste time . The nights were chill and the cold made them huddle turtle fashion into the upturned collars of their short riding coats and jam their hats down as far as possible on their heads .	The bundled down in the cold nights , upturning their collars and covering their heads to stay warm .
2	yes because the character the the character that is so horrible is another human being And you 're just drawn into his his horror of him that you begin to kind of like him	But you still despite what he does .
1	last night i did about thirty minutes of riding a bike and a few like three different types of uh uh weight lifting for my legs and and my hips	I did aerobics on the bike yesterday evening and also some weight work for my lower body .
0	The aristocrat or court patron lent his prestige to a powerful provincial proprietor , who employed a competent estate - manager to oversee smallholders , who in turn worked their farms with dependent laborers .	The court patron never came into contact with a proprietor in all his life .
1	all of our so called garages are now a convenience stores that sell gasoline and they really don 't do any repairs anymore so you know you 're you 're you 're you 're almost tied to the dealer to go back to them and	There 's not a lot of actual repair shops anymore , so you 're stuck going back to the dealer .
0	i guess you keep those things you grew up with i worked in uh Missouri for a while and uh i was probably the only one in the room several times when we were watching football on TV when the Cowboys were playing the Saint Louis Cardinals and i was rooting for the Cowboys	I didn 't really care much for football when I was young .
1	In addition , IPM 's projections for electric utilities under the Base Case include the NOX SIP Call with a cap on summertime NOX emissions in SIP Call states in 2004 ( based on 0 . 15 lb / mmBtu from 2001 ) and state - imposed NOX caps in Texas , Connecticut , and Missouri .	Texas , Connecticut , and Missouri imposed caps on NOX .
2	In the center of the square stood a statue of a nude man with a spear piercing the mouth of a large worm with the head of a grotesque woman .	This statue is in germany and has been here for several years .
1	right and uh the child needs to take pride in the fact that their parent is doing something uh we were fortunate in view of the fact that my son did play football and i did keep statistics for his team and his Dad did take movies of the football	My son played football and we had an important role on the team .
1	But important though the resuscitated imperial authority undoubtedly was , the real power under the restoration known as Meiji ( Enlightened Rule ) was in the hands of a new generation of forward - looking administrators , who set about abolishing the ancient feudal apparatus in favor of a modern government based on merit rather than ancestry .	The real power was in the hands of the administrators .
2	i mean it really was to me it was like it 's going to take them quite a while to rebuild because everything everything i mean anything that Tom Landry wanted or had he was going to change it	If they want to rebuild the whole thing , at least a year .
2	The story of a white missionary family in the Congo , the novel is praised for its attention to detail , female voices , and critical take on colonialism .	The novel is about a white missionary family in the Congo , and has been appreciated both by the public and the critics- they are planning to make a film on it .
2	Behind him rode the boy and girl Drew had seen in the Tubacca alley , mounted on rangy , nervous horses that had speed in every line of their under - fleshed bodies .	Drew knew they would catch up to him momentarily .
0	A rocky outcrop with a hole carved in it like an open window has lent itself to the name of the nearest settlement , Ribeira da Janela ( River Window ) .	The meadows here offer spectacular sights , but there are no rocky outcrops present .
1	for other Visas and it 's like wait a minute we have a commitment with the company we 're with if i want a Visa from your company i 'll call you yeah	It 's like ' Wait a minute , we have a commitment with that company '
0	If you want to follow in the footsteps of the Lost Generation , this is the place for you ; otherwise , you may find better , cheaper fare elsewhere .	If you want to follow in the footsteps of the Lost Generation , this is not the place for you , you are mistaken .
1	so uh but but uh it runs fine all you have it 's just very thirsty if i just keep the oil in it seems to be okay but you know that 's a sign that i 'm going to have to do something sooner or later	It runs well , but I think I might have to do some work on it .
2	Fiesta Village is a tribute to Caleornia 's early Spanish heritage , with The Jaguar ! ( a roller coaster ) and a rare turn - of-the - century Dentzel carousel with hand - carved animals .	Fiesta Village is a very popular place for class field trips .
1	Virtually all the fans with whom I have spoken over the years ( quite a friendly bunch , actually ) consider the absence of big wrecks , injuries , etc . , a key component of a good race .	Most of the fans I 've talked to think that a race without big wrecks or a lot injuries is a good one .
2	The Act fosters service innovation by assigning the Postal Service responsibility to provide types of mail service to meet the needs of different categories of mail and mail users .	There is a special category for business mail users and premier mail users .
1	Within a week the snoop had discovered his unlisted phone numbers , bank balances , stock holdings , and salary , as well as the phone numbers of everyone he calls .	The snoop was able to located the information .
0	Units that reduce their emissions below the number of allowances they hold may trade allowances with other units in the system , sell them to other sources or save them for future use .	Units may not sell emissions to other sources .
0	The South that is triumphant now , concludes Applebome , is one that both Grizzard and neo - Confederates would celebrate , a place of feel - good nostalgia , easy answers , and painless solutions , forever looking backward through a pale mist and seeing only the soft focus outlines of what it wants to see .	Grizzard and neo - Confederates wouldn 't celebrate the easy answers and painless solutions they find in their triumph and nostalgia .
0	yeah they were because everybody thought the As were the greatest things in the world and uh we 've got we 're the only ones around here that got cable and that particular game was some reason or another was on a cable channel and uh my son 's in high school and all his friends were here	The cable went out , so we couldn 't watch the game .
2	It was constructed in 1897 ( after its predecessor was burned down , because the maharaja wanted a new one ) and represents all the excesses of Mughal nostalgia and undigested Victoriana .	The old one was practically broken in 1890 and needed to be destroyed .
2	The patron saint of lost items , it is covered with photos , flowers , and notes of petition left by the streams of pilgrims who come from all corners of the world .	Most of the pilgrims come from Europe .
1	This first critical success factor focuses on the role of the senior executive of the enterprise in developing a culture that includes the CIO in senior - level decision making and that assumes the potential of IT in creating value for the enterprise .	Senior executives must create a culture where the CIO is involved in major decision making .
2	uh prices went uh sky high you know in the in the case of airlines of course they became highly competitive and they cut each others throats until they 're they 're reach the point where they 're cutting their own throat and uh well of course that 's getting away from taxes isn 't it that that 's government controlled but um	Airlines are highly competitive with eachother , which is good for consumers .
2	The momentum for change was growing , and in 1831 a black lay preacher named Daddy Sam Sharpe led a revolt of 20 , 000 slaves at Montego Bay .	Daddy Sam Sharpe had many supporters of his revolt .
1	On the lower slopes of the Garden of Gethsemane , leading to the Jericho Road , is the Basilica of the Agony , also called the Church of All Nations .	Leading to the Jericho Road , on the lower slopes of the Garden of Gethsemane , is the Basilica of Agony , also called the Church of All Nations .
0	Threatened with submersion during the building of the Aswan high dam , this 25 - century-old Egyptian temple was dismantled and shipped to Madrid , stone by stone , as a gift to the Spanish government .	The 25 century old temple was dismantled and lost .
2	The solemnly monumental hemicycle of the Piazza del Plebiscito was laid out by Napoleon 's marshal Joachim Murat , when as King of Naples , he occupied the Spaniards ' Palazzo Reale on the east side of the piazza .	The hemicycle of the Piazza del Plebiscito is a monument to fallen comrades .
2	Presently Mrs . Inglethorp turned to give some instructions about letters to Evelyn Howard , and her husband addressed me in his painstaking voice : Is soldiering your regular profession , Mr . Hastings ?	Mrs . Inglethorp wasn 't married .
1	uh but i don 't know if they 're going to ever give up their careers you know It 's sort of like they went to school and they worked so hard to get where they are i don 't know if they want to completely give that up	I don 't know if they 'd ever be willing to completely give up everything they 've worked for .
0	Three years later , Stanley Elkins published the equally monumental Slavery . Though a liberal like Stampp , Elkins accepted the notion of the docile , contented Sambo -- though hardly as evidence of slavery 's mildness .	The book never made it past the first draft and sadly was not published .
1	Once the crystal shell was cracked out of the orrery , a fat - faced Ser came in with a long tube and began working the molten sky material , getting the feel of it .	A Ser brought a long pipe and started feeling the molten sky material .
1	This theory singles out current Executive Editor Downie for abuse , but complacency took root as early as 1981 , when the Post 's cross - town competitor , the Washington Star , folded , allowing the fat beast to diddle all it wanted without paying a price .	While this theory lays some blame on Downie , the issue may date all the way back to 1981 .
1	they just come by and pick them up even if it 's just for the TV you know uh selections of the day i don 't know it just wouldn 't be there whenever i 've tried it	i check for the delivery related to the TV but usually isn 't there because they pick them up
1	The rule provides the main regulatory framework for the National Low Emission Vehicle program and creates the means whereby automobile and light - duty truck manufacturers can volunteer to comply with tailpipe standards that are more strict than EPA can mandate at this time .	Automobile and light - duty truck manufacturers can volunteer to comply with tailpipe standards that are more strict than EPA can mandate at this time .
2	Most corporations , with their skyrocketing pay to CEOs , seem to have turned that formula on its head , believing that they can compete successfully only by duplicating the enormous financial gains someone like Dell has reaped .	Many corporations want to be like Dell , so they use the same exact business methods
0	Since CPAs are not required to belong to the AICPA in order to conduct public company audits , the most severe sanction would only serve to save the CPA some dues without any other practical effect .	CPAs have to belong to the AICPA to perform public audits .
0	This is already done on a few star routes at about one - half the cost of rural carriers , and it is reportedly being done by competitors of the Postal Services in the parcel area .	Rural carriers are very cheap .
1	Tuppence related how Mrs . Vandemeyer had declared herself willing to disclose the identity of Mr . Brown , and how she had consented to discover and reveal to them the whereabouts of Jane Finn .	Mrs . Vandemeyer declared herself willing to disclose the identity of Mr . Brown .
2	In the mosque 's courtyard , there is a 7 - m ( 22 - ft ) Iron Pillar , from the fourth century , brought here by the Rajput founders of Dhillika , but nobody knows from where .	Contemporary historians are advancing hypotheses about the origins of the Iron Pillar .
0	Often it has taken years for the consolidated functions in new departments to effectively build on their combined strengths , and it is not uncommon for these structures to remain as management challenges for decades .	There are never any management challenges faced .
0	Confidential to You might have had a better chance of getting your money had the Globe not run a World Exclusive interview in which you 're quoted disclosing titillating details about your ex 's sexual fantasies and happy - hour proclivities .	I have never discussed personal information about my ex , nor did the Globe write a story about it .
2	The museum is partly housed in the elegant 15th - century mansion that belonged to Nicolas Rolin , a wealthy dignitary and the benefactor of the famous H ? ? tel - Dieu ( hospital ) at Beaune .	Nicolas Rolin spent most of his life living in the mansion .
1	After seeing the sculpted friezes at courtyard level , you can gain yet another perspective of the temple 's fine detail from above , by walking along the stone ledge that leads around the top .	You can see the details of the temple from the stone ledge .
2	yeah oh yeah well i i i 've i have a desk job i don 't you know i don 't have an opportunity to walk around all that much uh unless i take it uh and it 's but it 's gotten better i mean uh for many years i lived in the uh i lived in New Hampshire and i 'd commute to Boston every day	I lived in New Hampshire for many years , commuting to Boston every day , and I just couldn 't handle it anymore
2	The Supreme Court of Texas created the Foundation ( www . txiolta . org ) in 1984 to administer funds earmarked for the provision of civil Legal Aid to low - income Texans .	The Texas sepreme court wanted to help people in need
0	Beginning on the upper terrace with a splendid view of the bay , the hour - long guided tour ( conducted in English , French , or German ) takes you through three levels of abbey the church , cloister , and refectory at the top ; the Salle des Chevaliers ( Knights ' Hall ) and Salle des H ? ? tes ( Guests ' Hall ) in the middle ; and the storeroom and almonry underneath .	The storeroom and almonry are located at the top level of the abbey .
2	it 's by Robert Magee and it 's one that that we use in our work uh it 's probably one you 'd find in in like a Christian book store um	Everything that Robert Magee writes is practically Christian propaganda .
2	that 's it what they don 't realize the time is coming and i see it coming over the horizon that the majority of American people people are getting fed up with their BS and are demanding are going to demand real justice instead of this	I 've petitioned my Senator to start a bill to change our legal system .
2	To avoid that , for this recommendation we would have to say something like , Problematic alcohol - use screening instruments under consideration for use in the ED should be evaluated as a component of protocols that provide alcohol - use interventions for patients to decrease problems or use .	The Alcoholics Anonymous program had been experience some Public Relations trouble lately .
2	and i 'm the better typist of us and we just had a regular old typewriter not even a correcting one back then it wasn 't that long ago but	The old typewriter was not electronic .
0	If 4 months is added for pre - contract effort and 1 - 2 months is provided for start up and commissioning , the total project duration would be anywhere from about 21 months to 26 months .	The project is expected to take no more than 20 months .
1	Under the Clear Skies Act , EPA does not expect that ACI will be implemented at many facilities due to the co - benefit of mercury removal from other control technologies .	There is an act named the Clear Skies Act .
1	Nearby is the Yokohama Museum of Art , designed by Tange Kenzo and housing works by both Western and Japanese artists , including Picasso , Braque , Kandinsky , Kishida Ryusei , and Yokoyama Taikan .	At the Yokohama Museum of Art , there are artworks by both Japanese and Western artists .
2	Legal Aid 's 450 displaced attorneys and staffers have spent the past 12 months spread among previously unused spaces - some unused for good reason - in the nonprofit 's other offices .	The staffers and lawyers are becoming increasingly discontent with having to borrow space in the other offices of the nonprofit .
1	Felipe moved the royal court from Toledo to Madrid in 1561 , converting an unimpressive town of less than 15 , 000 people into the capital of the world 's greatest empire .	In 1561 , Felipe converted less than 15 , 000 people into the capital of the world 's greatest empire by moving the royal court from Toledo to Madrid .
1	But much remains to be done to create what Jefferson wrongly perceived as an America with blacks and whites -- and others as well -- living in a state of equal freedom under the same government .	Jefferson was in error when he regarded the US as a place many races lived in equality and there are still changes that need to take place to make that reality real .
0	and uh she she got pregnant and then we decided she would stay home with the kids we would make that sacrifice it is a financial sacrifice to make because we go from two incomes down to one	We decided not to have any kids because we liked having so much spare income .
2	33 A worker earning up to $ 12 , 500 was to receive a two - to-one ( 200 percent ) match on the first $ 100 contributed each year and a one - to-one match ( 100 percent ) on additional contributions .	Workers earning more than $ 12 , 500 would also receive some type of matching funds .
0	oh that ice storm yeah yeah i talked to somebody about two weeks ago from Rochester and same story they uh they really had a lot of damage from uh ice and all that	I spoke with someone from Florida and they said the weather was great .
0	um i don 't know i you know i heard a very interesting and maybe it 's just the TV show or movie i was watching they were going through a trial and i think it was like on one of the the documentary TV shows where they ask for the the verdict by the jury	I don 't think I was watching it on the TV .
0	One of the most notable mansions with highly ornamental interiors is the H ? ? tel Lauzun ( 17 Quai d ' Anjou ) , built in the 1650s by the great architect of Versailles , Louis le Vau .	Louis le Vau is a little - known sculptor from Seville , Spain .
1	Therefore , if you don 't want to bother with converters , stick to the top - floor tax - free department specializing in export goods designed for use around the world .	Top - floor tax - free departments make it so you don 't have to bother with converters .
0	the kids could play in it but it 'd be a bright sunny day and you know it would it would melt and you could drive around and it was really no big deal	The kids couldn 't play in it .
2	Educating employees and other users about current information security risks and helping to ensure consistent understanding and administration of policies through help - line telephone numbers , presentations to business units , and written information communicated electronically or through paper memos .	Giving employees a special presentation on how to pick a strong password .
1	In the preamble to the final rule , HHS discusses these comments and addresses some misconceptions certain commenters had regarding the role and relationship of the Organ Procurement and Transplantation Network .	HHS discuss some comments and misconceptions in the preamble .
2	Around the turn of the century Britain and other countries had noted with great interest the developments in Palestine , and during World War I the British courted Jews and Arabs for help to get rid of the Ottoman Empire .	Britain was a powerful country in World War I .
2	In each case , we further suggested that , as part of its required FMFIA review of its internal controls , special emphasis be given to testing controls of the new processes to help ensure effective implementation .	There was a long list of suggestions that were made for each case .
0	they don 't even have social skills oh i don 't know i really don 't know i i think that if somebody asked me i would hesitantly say yes that i could could hand down a death sentence	i think they have really great social skills
2	and i see some freshmen wandering around in there and they 're they 're just like you know someone from the country lost in the big city i mean they	Some freshman look like someone from the country that is lost in the big city but they acclimate quickly .
1	In the New York Times Book Review , Nicholas Jenkins says the poetry articulates with dreamlike clarity not the perfections of European and American culture , but its chronic anguish ...	Not everyone like poems that are clear about their meaning .
1	As the funding agency , LSNY subcontracted with the local boards to provide legal services , and was left with only the drastic remedy of defunding a local program if problems in management or delivery of services were uncovered , he said .	LSNY provided legal services by subcontracting with local boards .
1	On the south side of the plaza , with its entrance around the other side , is Iglesia de San Andr ? ? s ( Church of St . Anthony ' s ) , now splendidly restored after a decade of work .	It took ten years to restore Iglesia de San Andreas .
1	but uh huh - uh not yet but i mean i don 't know whether they have one of the first you know choices of somebody that would be real good	I don 't know if they have to option to choose well .
2	Et In an interview on Late Edition , Ken Starr says that if he could do it over again , he would have used the independent counsel 's office as a bully pulpit , appearing on television to counter the White House 's spin doctors .	Ken was worried his message wouldn 't reach the public .
1	You can get an occasional small sconto ( discount ) for purchases in volume or while paying in cash , but the spread of foreign travel has taught shopkeepers in the most remote provinces the going international price for everything .	You are unlikely to get a discount in the shops unless you buy in volume or with cash .
2	uh having the military faculty is really beneficial because they see it as doing their job and spending time with the cadets there uh is investing in the Air Force and it or the the military itself it 's the future officer corps and so	It is worthwhile to spend a large amount of resources on the Air Force .
1	On 10 October 1868 Carlos Manuel de Cespedes , a criollo plantation owner who had already had a brief role in uprisings in Spain , issued a call for independence and liberated slaves from his estate , La Demajagua .	Carlos Manuel de Cespedes is a plantation owner .
2	Recall that under the assumptions made in this paper , setting the discount at 6 cents is the ECP position , where 6 cents is the cost savings at the margin .	Recall that the paper makes assumptions that researc is now calling into question .
0	The buzzing sound of the wings signals their approach and , if you are lucky , they will fly up and perch on your finger to take the food .	They will never rest on fingers to be fed .
2	Abruptly he remembered that he 'd come across something like it , called a salamander , in fiction once ; the thing was supposed to be a spirit of fire , and dangerously destructive .	He had watched a movie about salamanders the previous month .
1	But if Congress opts for debt over taxation , you can count on thoughtless commentators to denounce the interest payments on that debt as a second , and separate , outrage .	There are people who believe that the interest on the national debt is a problem .
1	Using a more sophisticated version of the same techniques , De Long and Lang concluded that some of the 78 confirmed hypotheses might be true , but probably not more than about a third of them .	De Long and Lang said there were a lot of hypotheses that might be accurate .
1	But in turn the pope had to kneel in allegiance , and this exchange of spiritual blessing for military protection laid the seeds of future conflict between the papacy and secular rulers , compounded in 962 when Otto I was crowned Emperor of the newly formed Holy Roman Empire .	Otto became the Emperor of the Holy Roman Empire in 962 .
2	For departments ( such as Today 's Papers , Moneybox , etc . ) that consist of multiple items , you can hit the plus sign and do your stuff for just the items you want .	Some departments have multiple items that must be added up .
1	If you want to be a really big Fish , you can become a cohost of this event by committing to raise $ 5 , 000 , which will get you into a special VIP reception with the governor , the e - mail said .	If you raise $ 5 , 000 , you will get to meet the governor .
