label	text1	text2
1	What school did Massey University combine with ?	The Central Institute of Technology explored a merger with the Waikato Institute of Technology , which was abandoned , but later , after financial concerns , controversially amalgamated with Hutt Valley Polytechnic , which in turn became Wellington Institute of Technology .
0	How did Peel organize police ?	Peel decided to standardise the police force as an official paid profession , to organise it in a civilian fashion , and to make it answerable to the public .
1	Which device uses the flow of sand to measure time ?	Great advances in accurate time - keeping were made by Galileo Galilei and especially Christiaan Huygens with the invention of pendulum driven clocks along with the invention of the minute hand by Jost Burgi .
1	Where is the Baltic Defence College located ?	In January 2011 the Baltic states were invited to join NORDEFCO , the defence framework of the Nordic countries .
0	Why was SASO created ?	The Sell Assessment of Sexual Orientation ( SASO ) was developed to address the major concerns with the Kinsey Scale and Klein Sexual Orientation Grid and as such , measures sexual orientation on a continuum , considers various dimensions of sexual orientation , and considers homosexuality and heterosexuality separately .
1	Kanye produced the third song from the second album of what artist ?	West produced three of the tracks on Harlem World 's first and only album The Movement alongside Jermaine Dupri and the production duo Trackmasters .
1	What did Whitehead believe was necessary for an entity to have meaning and value ?	Whitehead writes further that each entity can find no such value till it has merged its individual claim with that of the objective universe .
0	In terms of size where does Swaziland rank within Africa in terms of country size ?	At no more than 200 kilometres ( 120 mi ) north to south and 130 kilometres ( 81 mi ) east to west , Swaziland is one of the smallest countries in Africa .
1	Who was invested as the leader of the Greek Cypriot population ?	This status ensured that the Church of Cyprus was in a position to end the constant encroachments of the Roman Catholic Church .
0	Who introduced the phalanx formation into Rome 's army ?	Traditionally , the introduction of the phalanx formation into the Roman army is ascribed to the city 's penultimate king , Servius Tullius ( ruled 578 to 534 BC ) .
1	What was the title of the article Nasser wrote for his school paper ?	The incident garnered his first mention in the press : the nationalist newspaper Al Gihad reported that Nasser led the protest and was among the wounded .
0	What are the threats that the MoD has identified ?	With the collapse of the Soviet Union and the end of the Cold War , the MoD does not foresee any short - term conventional military threat ; rather , it has identified weapons of mass destruction , international terrorism , and failed and failing states as the overriding threats to Britain 's interests .
0	What is the biggest conglomeration of start - up companies in Cork ?	In CIT , The Rubicon Centre is a business innovation hub that is home to 57 knowledge based start - up companies .
1	What was the name of the BBC changed to in 1960 ?	The channel also introduced the science fiction show Doctor Who on 23 November 1963 - at 17 : 16 - which went on to become one of Britain 's most iconic and beloved television programmes .
0	In recent years , has the amount of social networking sites available to the public increased or decreased ?	Within the past ten years , the amount of social networking sites available to the public has greatly increased as well as the number of adolescents using them .
0	On what date in 2011 was the hold on Schwarzenegger 's movie projects announced ?	On May 20 , 2011 , Schwarzenegger 's entertainment counsel announced that all movie projects currently in development were being halted : Schwarzenegger is focusing on personal matters and is not willing to commit to any production schedules or timelines .
0	How many suburbicarian sees ?	There are seven suburbicarian sees : Ostia , Albano , Porto and Santa Rufina , Palestrina , Sabina and Mentana , Frascati and Velletri .
1	What request of Rome was ignored by Philip V that quickly led to the start of the Second Macedonian War ?	Philip ignored the request , and Rome sent an army of Romans and Greek allies , beginning the Second Macedonian War .
1	What was the national rate of violent crimes in 2008 ?	Although the rate of violent crime dropped 11 percent in 2008 , violent crime in Detroit has not declined as much as the national average from 2007 to 2011 .
1	What polymer is found in spores and pollen ?	Plants synthesize a number of unique polymers like the polysaccharide molecules cellulose , pectin and xyloglucan from which the land plant cell wall is constructed .
0	In which year was the Immaculate Conception dogmatized ?	Special attention is given to the assertion that Luther , some three - hundred years before the dogmatization of the Immaculate Conception by Pope Pius IX in 1854 , was a firm adherent of that view .
0	Who claimed these reports as being inaccurate ?	In a BBC interview , the ambassador for Ivory Coast to the United Kingdom called these reports of widespread use of slave child labour by 700 , 000 cocoa farmers as absurd and inaccurate .
0	What did a priest do to Tito as a child when he had difficulty removing the priest 's vestments ?	After an incident where he was slapped and shouted at by a priest when he had difficulty assisting the priest to remove his vestments , Tito would not enter a church again .
1	When did the US start bombing Hanoi ?	The most controversial Army commander was William Westmoreland whose strategy involved systematic defeat of all enemy forces in the field , despite heavy American casualties that alienated public opinion back home .
1	In England , what is hunted when shooting is called for ?	Unarmed fox hunting on horseback with hounds is the type of hunting most closely associated with the United Kingdom ; in fact , hunting without qualification implies fox hunting .
0	What molecular form is found in the interstellar medium ?	A molecular form called protonated molecular hydrogen ( H+3 ) is found in the interstellar medium , where it is generated by ionization of molecular hydrogen from cosmic rays .
1	What country is used as an example for limited forms of communications ?	In India , the anti - corruption bureau fights against corruption , and a new ombudsman bill called Jan Lokpal Bill is being prepared .
1	What type of conditions are used to increase the weight and profitability of commercial turkeys ?	These are often large buildings , purpose - built to provide ventilation and low light intensities ( this reduces the birds ' activity and thereby increases the rate of weight gain ) .
0	How many people compose the Japanese mandolin orchestras ?	Japanese mandolin orchestras today may consist of up to 40 or 50 members , and can include woodwind , percussion , and brass sections .
0	What is unique about the method used for assention allowed by the Royal Assent Act 1967 ?	Thus , unlike the granting of royal assent by the monarch in person or by Royal Commissioners , the method created by the Royal Assent Act 1967 does not require both houses to meet jointly for the purpose of receiving the notice of royal assent .
0	What is the Tolderable Upper intake of zinc ?	However , harmful excessive supplementation is a problem among the relatively affluent , and should probably not exceed 20 mg / day in healthy people , although the U . S . National Research Council set a Tolerable Upper Intake of 40 mg / day .
1	Which bird is capable of non - stop flights of up to 6 , 300 miles ?	Seabirds also undertake long migrations , the longest annual migration being those of sooty shearwaters , which nest in New Zealand and Chile and spend the northern summer feeding in the North Pacific off Japan , Alaska and California , an annual round trip of 64 , 000 km ( 39 , 800 mi ) .
1	In which state do the greatest percentage of Tennessee tourists reside ?	The average stay was 2 . 16 nights , compared to 2 . 03 nights for the US as a whole . : 40
0	Where did the French build Fort Duquesne ?	The most important French fort planned was intended to occupy a position at the Forks where the Allegheny and Monongahela Rivers meet to form the Ohio River ( present day Pittsburgh , Pennsylvania ) .
0	When was the sequel announcement for the third arc ?	On August 17 , 2011 , Shueisha 's V - Jump magazine announced a sequel set one year later , a third arc of Xros Wars subtitled The Young Hunters Who Leapt Through Time , which aired from October 2 , 2011 to March 25 , 2012 , following on from the previous arc .
1	Since what date has Sanskrit been offered as a language option in the U . S . ?	In Australia , the Sydney private boys ' high school Sydney Grammar School offers Sanskrit from years 7 through to 12 , including for the Higher School Certificate .
0	Name a reason to take a database backward in time ?	Sometimes it is desired to bring a database back to a previous state ( for many reasons , e . g . , cases when the database is found corrupted due to a software error , or if it has been updated with erroneous data ) .
1	How did the Mimamsa school consider dharma ?	They considered the Upanishads and other self - knowledge , spirituality - related texts to be of secondary importance , a philosophical view that the Vedanta school disagreed with .
0	How long could a recording be on a 10 inch disc in the 1903 ?	From 1903 onwards , 12 - inch records ( 30 . 5 cm ) were also sold commercially , mostly of classical music or operatic selections , with four to five minutes of music per side .
0	What piece did Chopin play at Adolphe Nourrit 's funeral ?	At the funeral of the tenor Adolphe Nourrit in Paris in 1839 , Chopin made a rare appearance at the organ , playing a transcription of Franz Schubert 's lied Die Gestirne .
1	How many million tons of goods did port Eleusis transport in 2010 ?	According to Eurostat , Greece 's largest port by tons of goods transported in 2010 is the port of Aghioi Theodoroi , with 17 . 38 million tons .
1	What indicates the edge of a runway ?	On runways , green lights indicate the beginning of the runway for landing , while red lights indicate the end of the runway .
1	What is the head of Iran 's government called ?	The few exceptions to the rule are Germany and Austria , whose heads of government titles are almost always translated as Chancellor ; Monaco , whose head of government is referred to as the Minister of State ; and Vatican City , for which the head of government is titled the Secretary of State .
0	Parties to an original treaty and an amended treaty are bound to what terms ?	When determining the legal obligations of states , one party to the original treaty and one a party to the amended treaty , the states will only be bound by the terms they both agreed upon .
1	Where did the first semi - permanent residents of the Antarctic area live ?	During the whaling era , which lasted until 1966 , the population of that island varied from over 1 , 000 in the summer ( over 2 , 000 in some years ) to some 200 in the winter .
0	What is the NIBRS used for ?	The system is used by law enforcement agencies in the United States for collecting and reporting data on crimes .
0	How many counties is liberia divided into ?	Liberia is divided into fifteen counties , which , in turn , are subdivided into a total of 90 districts and further subdivided into clans .
0	What fine did FIFA impose on Barcelona for the rules violation ?	The Disciplinary Committee regarded the infringements as serious and decided to sanction the club with a transfer ban at both national and international level for two complete and consecutive transfer periods , together with a fine of CHF 450 , 000 .
0	Along with uranium carbide and halide , what type of compound is often created with uranium hydride ?	This property makes uranium hydrides convenient starting materials to create reactive uranium powder along with various uranium carbide , nitride , and halide compounds .
0	Diesel powered freight deliveries continued through what date ?	Service was discontinued in 1953 but diesel - powered freight deliveries to warehouses along the route continued until March 11 , 1988 .
0	What do imports produce on Tuvalu ?	In Tuvalu plastic waste is a problem as much imported food and other commodities are supplied in plastic containers or packaging .
0	What does cyborg anthropology study about humankind and technological systems humans have built ?	Cyborg anthropology studies humankind and its relations with the technological systems it has built , specifically modern technological systems that have reflexively shaped notions of what it means to be human beings .
0	Why were the designs for different USB connectors made ?	Unlike other data cables ( e . g . , Ethernet , HDMI ) , each end of a USB cable uses a different kind of connector ; a Type - A or a Type - B . This kind of design was chosen to prevent electrical overloads and damaged equipment , as only the Type - A socket provides power .
0	What was the average vertical slip in the Beichaun Fault ?	In the epicentral area , the average slip in Beichuan Fault was about 3 . 5 metres ( 11 ft ) vertical , 3 . 5 metres ( 11 ft ) horizontal - parallel to the fault , and 4 . 8 metres ( 16 ft ) horizontal - perpendicular to the fault .
0	What was the total fertility rate per woman as of 2012 ?	The birth rate in 2014 is 45 . 53 births per 1 , 000 , and the total fertility rate ( in 2012 ) was 6 . 4 children per woman .
0	According to John Harrison , through the Constitution , what is law ?	For example , John Harrison asserts that the word law in the Constitution is simply defined as that which is legally binding , rather than being defined by formal or substantive criteria , and therefore judges do not have discretion to decide that laws fail to satisfy such unwritten and vague criteria .
0	How many troops did the Chinese enter into the Korean War ?	In particular , the agency failed to predict the Chinese entry into the Korean War with 300 , 000 troops .
1	What are most decoders ?	Therefore , comparison of decoders is usually based on how computationally efficient they are ( i . e . , how much memory or CPU time they use in the decoding process ) .
0	What type of estates did Hellenistic monarchs run their kingdoms ?	Hellenistic monarchs ran their kingdoms as royal estates and most of the heavy tax revenues went into the military and paramilitary forces which preserved their rule from any kind of revolution .
1	What do some non - single-sex polychaetes do ?	In a few species the rear of the body splits off and becomes a separate individual that lives just long enough to swim to a suitable environment , usually near the surface , and spawn .
0	Who took control of Egypt in 525 BC ?	In 525 BC , the powerful Achaemenid Persians , led by Cambyses II , began their conquest of Egypt , eventually capturing the pharaoh Psamtik III at the battle of Pelusium .
0	When did the numbers of free people of color increase dramatically ?	After the American Revolutionary War , the number and proportion of free people of color increased markedly in the North and the South as slaves were freed .
1	Arthur Hutchings stated that Chopin 's lack of what made him special ?	Jones comments that Chopin 's unique position as a composer , despite the fact that virtually everything he wrote was for the piano , has rarely been questioned .
0	How many Italians became citizens after the loss of the Social War ?	Although they lost militarily , the allies achieved their objectives with legal proclamations which granted citizenship to more than 500 , 000 Italians .
1	Who did the German sponsorship of Lenin 's Petrograd upset ?	Vladimir Lenin 's decision has been attributed to his sponsorship by the foreign office of Wilhelm II , German Emperor , offered by the latter in hopes that with a revolution , Russia would withdraw from World War I .
1	What is the home field of Plymouth Argyle F . C . ?	Plymouth is home to Plymouth Argyle F . C . , who play in the fourth tier of English football league known as Football League Two .
0	What sets out the boundries of federal law ?	The Constitution sets out the boundaries of federal law , which consists of acts of Congress , treaties ratified by the Senate , regulations promulgated by the executive branch , and case law originating from the federal judiciary .
0	On what date did the second test game take place ?	The second game was held on February 26 , 1987 at the Rosemont Horizon in Chicago with a budget of $ 20 , 000 , up from $ 4 , 000 in the test game .
1	Who paid for the Yongying ?	Although the Banners and Green Standard armies lingered on as a drain on resources , henceforth the Yongying corps became the Qing government 's de facto first - line troops .
1	What standard did Unicode inherit involving a Thai language ?	Even if Unicode had adopted encoding according to spoken order , it would still be problematic to collate words in dictionary order .
1	Besides the acceptance of Christianity , what other religious cults were tolerated ?	Constantine successfully balanced his own role as an instrument of the pax deorum with the power of the Christian priesthoods in determining what was ( in traditional Roman terms ) auspicious - or in Christian terms , what was orthodox .
0	How many people watched American Idols finale in season 14 ?	The fourteenth season finale was the lowest - rated finale ever , with an average of only 8 . 03 million viewers watching the finale .
0	What was one of the first alloys used by humans ?	The use of alloys by humans started with the use of meteoric iron , a naturally occurring alloy of nickel and iron .
0	What does recent research from 2006 examine ?	The evolution of the Greek economy during the 19th century ( a period that transformed a large part of the world because of the Industrial Revolution ) has been little researched .
1	What did Barcelona build in 1922 ?	This led to several expansion projects : the grandstand in 1944 , the southern stand in 1946 , and finally the northern stand in 1950 .
0	In the 1850s , the Times was beginning to suffer from the rise in competition from what kind of press ?	The Times was beginning to suffer from the rise in competition from the penny press , notably The Daily Telegraph and The Morning Post .
0	What type of mission was the birthplace of the modern Pentecostal movement ?	Sprung from Methodist and Wesleyan roots , it arose out of meetings at an urban mission on Azusa Street in Los Angeles .
1	On Magnus 's ten point scale what would a homosexual person be considered ?	From at least the late nineteenth century in Europe , there was speculation that the range of human sexual response looked more like a continuum than two or three discrete categories .
0	In what month and year did Rogers Cable add TCM to its analog broadcasts ?	Rogers Cable started offering TCM in December 2006 as a free preview for subscribers of its digital cable tier , and was added to its analogue tier in February 2007 .
0	Is the Suez Canal natural ?	The Suez Canal is an artificial sea - level waterway in Egypt considered the most important centre of the maritime transport in the Middle East , connecting the Mediterranean Sea and the Red Sea .
1	What are some of the luminous efficacies of yellow phosphor based white LED compared to blue ?	The design and production of a light source or light fixture using a monochrome emitter with phosphor conversion is simpler and cheaper than a complex RGB system , and the majority of high - intensity white LEDs presently on the market are manufactured using phosphor light conversion .
0	What political speaches are delivered in English and Spanish ?	The State of the Union Addresses and other presidential speeches are translated to Spanish , following the precedent set by the Bill Clinton administration .
